question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_rerank_base_no_context,llava_evqa_rerank_base_with_context,llava_evqa_rerank_no_p_prime,llava_evqa_rerank_no_p_q_i,llava_evqa_rerank_no_p_q_c,llava_evqa_rerank_no_p_q
What does the dome of this stadium host for corporate guests on match days?,Conference,['lunches and functions'],[],0,"A distinctive feature of the stadium is a reflective glass panelling that makes up the main entrance. Sections of the panelling have been subject to vandalism.  The stadium offers a number of conference rooms to host corporate and non-corporate events. The stadium's South Stand is host to 28 private hospitality boxes with each box capable of holding up to 20 people. The ground currently consists of three stands. The North Stand (formerly known as the Manor Hospital or Weber BBQ Stand) is divided for use by both home and away supporters and has a capacity of 5,026. The East Stand (formerly sponsored by the Oxford Mail newspaper, and still commonly known as the Oxford Mail Stand) is home to the more vocal home supporters and can hold 2,879 spectators. The South Stand (currently without a sponsor) is the main structure of the stadium, housing the Quadrangle conference centre, the Exhibition Bar, the club offices and changing rooms, and a row of 28 glass-fronted executive boxes. The South Stand is divided into two tiers, with the lower tier including the ground's Family Section. It has a total capacity of 4,495. In March 2008 a bronze statue of an ox was erected outside the stadium. The unveiling was attended by the boardroom staff and a few fans. The club released a statement saying the reason for the unveiling not being more publicised was because of health and safety concerns if the unveiling took place on a match day. The statue was vandalised in January 2011.",0.5237795114517212,0.02157752402126789,0.05102110281586647,0.011799328960478306,0.11307232826948166,0.1158512607216835,0.06051718816161156
In what year was this path officially launched?,1970,['1993'],[],0,"In May 1970, when president of the Council for the Protection of Rural Wales, Vaughan-Thomas officially opened the Pembrokeshire Coast Path in the Pembrokeshire Coast National Park at its southern end, at Amroth.",0.6188018918037415,0.04051452875137329,0.8744786381721497,0.30799633264541626,0.5787274241447449,0.7067540884017944,0.6961696743965149
What part of the seed of this plant is hard?,Seed,['coat'],[],0,"The hard seed is surrounded by pulp, which is eaten by a variety of birds, such as the green catbird, topknot pigeon and wompoo fruit dove. Germination from seeds can be difficult, often erratic.",0.25887590646743774,0.043049685657024384,0.25895267724990845,0.09095197170972824,0.24978013336658478,0.4011090099811554,0.36802423000335693
What lasts about three and a half hours at this attraction?,Tour,['tour session'],[],0,"Each tour session typically lasts three and a half hours, and the tour has the capacity to handle 6,000 visitors daily. Despite Warner Bros. being the studio behind Harry Potter, the tour is not styled as a theme park due to the fact that Warner Bros. sold the license to do so to Universal Studios. Instead, visitors get a chance to see up close the detail and effort that goes into a major feature film at the scale of the Harry Potter series. Though the standard tour is self guided, allowing visitors to enjoy the tour at their own preferred pace, various guided tours are available at an additional cost. Visitors with some disabilities may find, however, that certain guided tours are available to them at no extra cost if they contact the tour in advance. Diagon Alley is available to explore virtually on Google Maps Street View. A shuttle bus system for tour goers operates between Watford Junction and the Studio Tour.",0.5803073644638062,0.364059180021286,0.32601049542427063,0.012557242065668106,0.4608498215675354,0.4046781063079834,0.0607999712228775
"Along with a movie theater, what was this synagogue later used for?",Concert,['a gym'],[],0,"The Czernowitz Synagogue was a domed, Moorish Revival synagogue built in 1873 in Czernowitz, Austria-Hungary (today Chernivtsi, Ukraine). The synagogue was closed in 1940 and serves as a movie theater today.",0.7691940069198608,0.02107231132686138,0.08450966328382492,0.0538812093436718,0.05105997249484062,0.02657960169017315,0.06595128029584885
What other bird is closely related to this bird?,Parakeet,['dusky grouse'],[],0,The grey-headed parakeet (Psittacula finschii) is closely related to the slaty-headed parakeet which together form a super-species. It is found in Southeast Asia from north-eastern India to Vietnam. The binomial of this bird commemorates the German naturalist and explorer Otto Finsch.,0.04546351358294487,0.01277170516550541,0.014272263273596764,0.006895115133374929,0.035585980862379074,0.0948859378695488,0.015051010996103287
What is the relationship between this plant and north america?,Once widespread,['Native'],[],0,"The Arbutoideae are a subfamily in the flowering plant family Ericaceae. Phylogenetic analysis supported all genera of the subfamily as monophyletic, except Arbutus. Moreover, it was suggested that the non-sister relationship between Mediterranean and North American species may be explained by a once widespread distribution in the Northern hemisphere before the Neogene. The genera Arbutus, Arctostaphylos, Comarostaphylis form a particular type of mycorrhizal symbiosis with the fungus, Arbutoid mycorrhiza, which resembles ectomycorrhizas.",0.32839447259902954,0.012033683247864246,0.0099831223487854,0.01924140751361847,0.01873481273651123,0.04063652455806732,0.10336757451295853
How are this flower arranged around the stem?,In whorls,['spiral'],[],0,"The stems are hairless and usually unbranched. The leaves are serrated and arranged in whorls of 3-7 around the stem. The inflorescence is erect with slender and spike-like racemes to about 9 in (23 cm) long, giving the flower cluster a candelabra-like appearance. The stamens are crowded and protrude in a brush-like fashion perpendicular to the raceme. The corollas are white and are roughly 2mm in length. These plants flower for about a month from mid-June to late August, depending on the latitude.",0.03589947894215584,0.016744280233979225,0.06050151214003563,0.09526997059583664,0.031221453100442886,0.05984923243522644,0.015627965331077576
What do these birds defend?,Nest,['the nest site'],[],0,"Their breeding habitat is open areas across North America. They make a sturdy cup nest in a tree or shrub, sometimes on top of a stump or pole. These birds aggressively defend their territory, even against much larger birds. These birds migrate in flocks to South America. There are three European records, two from Ireland in October 2012 and September 2013, and one from Scotland in September 2016.",0.9450011849403381,0.03180866688489914,0.2613040804862976,0.04715922102332115,0.2165275663137436,0.06225768104195595,0.11248189210891724
What shape is the fruit of this plant?,Round,['a narrow capsule'],[],0,"Each individual plant grows as a single stalk that freely sends out bushy stems. The leaf shape is palmately lobed (having lobes that spread out like fingers on a hand). Like the stem, the leaves also have tiny hairs. Flowers of the plant are pink-violet and grow one centimeter in width. The fruit is also hairy and may stick to clothing or fur.",0.8650560975074768,0.047196175903081894,0.47023633122444153,0.1276722550392151,0.31641337275505066,0.08529036492109299,0.12033722549676895
How many of the first wildflowers to bloom in the san francisco bay area is this plant?,1,['one'],[],0,"Cardamine californica, or milkmaids, is a flowering plant in the family Brassicaceae, native to western North America from Washington to California and Baja California. It is common in a variety of habitats including shady slopes, open woodlands, chaparral and grasslands in the winter and early spring. In the San Francisco Bay Area, it is one of the first wildflowers to bloom, with blossoms from January to May.",0.4855239987373352,0.018510734662413597,0.03166530281305313,0.060119446367025375,0.05725038796663284,0.02085811085999012,0.026439929381012917
