question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_eva_clip_base_no_context,llava_evqa_eva_clip_base_with_context,llava_evqa_eva_clip_no_p_prime,llava_evqa_eva_clip_no_p_q_i,llava_evqa_eva_clip_no_p_q_c,llava_evqa_eva_clip_no_p_q
How tall does this plant grow?,2 feet,['20 centimeters'],[],0,"Houstonia purpurea (formerly Hedyotis purpurea) is a species of flowering plant in the coffee family known by the common names Venus's pride, woodland bluet, and purple bluet. It is native to the eastern United States from eastern Texas and Oklahoma east to Florida and Pennsylvania, with scattered  populations in Nebraska, Iowa, Michigan, New York State and New England. There are three varieties of this species. The rarest, var. montana (Roan Mountain bluet) is a federally listed endangered species of the United States. It occurs only in the southern Appalachians along the border between Tennessee and North Carolina. It is named for Roan Mountain, one of a very few mountain peaks where it grows.",0.10503631085157394,0.004315464291721582,0.00399231631308794,0.0033113867975771427,0.005716884974390268,0.010096194222569466,0.016133379191160202
What color is the undertail of both male and female this bird?,White,['white'],[],1,"The masked trogon is a mid-sized trogon, averaging 27 centimetres (11 in) in length and 56 grams (2.0 oz) in mass. Like all trogons, it displays sexual dimorphism. The upperparts, head, and upper chest of the male are variously glossy green, reddish-bronze, or golden-green (depending on the subspecies). The belly and lower breast are red; the latter separated from the greenish upper chest by a narrow white band. The male has a distinct eye-ring, which is red in most subspecies, but tending towards orange in the subspecies from the tepuis.  The female is brown above, with a pinkish to red belly and breast; the white band separating brown and red on her underside is often either narrow or obscured.  Females of all subspecies have a partial white eye-ring.",0.37471383810043335,0.29175251722335815,0.21443749964237213,0.12340836971998215,0.10596296191215515,0.364180326461792,0.14786185324192047
"Other than foliage, what else is a cultivar of this tree selected for?",Fruit,['habit'],[],0,The Rhytismatales are an order of the class Leotiomycetes within the phylum Ascomycota.,0.08660349249839783,0.022026527673006058,0.009095955640077591,0.03074055351316929,0.06639079004526138,0.030732667073607445,0.05065576732158661
What does the dome of this stadium host for corporate guests on match days?,Suite,['lunches and functions'],[],0,"Fixtures in the group stage and early knock-out rounds of the championship are usually played at a neutral venue that is deemed halfway between the participating teams. Some of the more common venues include MacDonagh Park, St. Cronan's Park and St. Michael's Park. All games from the quarter-finals onward are played at Semple Stadium.",0.2740715742111206,0.17895476520061493,0.10809807479381561,0.16525746881961823,0.0691874548792839,0.17519064247608185,0.15168072283267975
In what year was this path officially launched?,1900,['1993'],[],0,"""Great Central"" (Vol 3) (Fay sets the pace, 1900–1922), Ian Allan / Locomotive Pub. Co.,1965 ISBN 0-7110-0263-0 ""Railways of the South Yorkshire Coalfield from 1880"", A.L.Barnett, Rail Correspondence and Travel Society 1984. ISBN 0-901115-58-4",0.04331213980913162,0.05562915652990341,0.24488499760627747,0.04529997333884239,0.03634381666779518,0.10924270004034042,0.14202940464019775
What part of the seed of this plant is hard?,Seed,['coat'],[],0,"The flora of Lake Manyara National Park is diverse, with over 670 flowering plant and fern species documented. Most are widespread species; there are few rare or endemic species. The park has a variety of diverse habitats. Rivers flowing off the escarpment and perennial springs below the rift wall support tall, evergreen groundwater forests dominated by Trichilia roka with Broad-Leaved Croton (Croton macrostachyus), sycamore fig (Ficus sycomorus), quinine tree (Rauvolfia caffra) and forest toad-tree (Tabernaemontana ventricosa). Trees are densest in gorges, along the edge of streams and in areas where springs emerge. Growing at the edge of the groundwater forest are dense stands of yellow fever trees (Acacia xanthophloea) and the palm Phoenix reclinata. The flora of Lake Manyara National Park is diverse, with over 670 flowering plant and fern species documented. Most are widespread species; there are few rare or endemic species. Woodlands on the western shore of the lake dominated by Acacia and Commiphora species are also supported by groundwater. Trees are spaced irregularly; densest in zones of seepage and along drainage channels. The dominant tree, Acacia tortilis, grows to about 10m tall with a flat-topped canopy. There is a patchy and diverse understory shrub layer.  Extensive swamps have formed where the Simba River and its tributaries flow into the north end of Lake Manyara and smaller swamps have formed elsewhere, associated with the minor rivers flowing off the walls of the rift valley. A number of aquatic species have been documented, including two species of water lily (Nymphaea caerulea and N.lotus) and extensive mats of water lettuce (Pistia stratiotes). Cattails (Typha sp.) forms pure stands in the northern swamps and various Cyperus species are found around the edges of the swamps. Cyperus immensus forms dense clumps in areas with flooding by fresh water. Cyperus laevigatus is prominent along the lake shore in areas where the alkaline water table is h",0.5727038979530334,0.3417014479637146,0.11749961972236633,0.14844955503940582,0.08320969343185425,0.3517491817474365,0.2076561450958252
What lasts about three and a half hours at this attraction?,Play,['tour session'],[],0,"The Theatre of Small Convenience was a theatre in Malvern, Worcestershire, England. In 2002 it entered the Guinness Book of World Records as the world's smallest commercial theatre, seating up to 12 people. It is less than half the size of the previous record holder, the Piccolo Theatre in Hamburg, Germany. The theatre looked like it might close on 25 February 2017 when Dennis Neale retired from the theatre. Warwickshire College Group is currently the tenant of the theatre building (April 2018) and a future programme of events is currently under consideration. The theatre is featured in a recent publication entitled Twenty Theatres You Should See Before You Die by Amber Massie-Blomfield. The theatre was located in Edith Walk, Great Malvern. Local puppeteer Dennis Neale started work on the theatre in 1997, opening for the first show in November 1999. The theatre's name comes from the building's original purpose – it was converted from a derelict Victorian gentlemen's public convenience. It is trapezoidal in shape, 16 feet (4.9 m) long and from 6 feet (1.8 m) to 10 feet (3.0 m) wide. The theatre used to regularly host puppetry, professional and amateur actors, drama, poetry, storytelling and opera, and became a regular venue of the Malvern Fringe Festival. In 2005 the theatre was chosen as one of the venues for an international puppetry festival.",0.44657909870147705,0.03661978989839554,0.0035870347637683153,0.006002028007060289,0.05169832706451416,0.00429941201582551,0.011322440579533577
"Along with a movie theater, what was this synagogue later used for?",Church,['a gym'],[],0,"In 1921, after the end of the Polish–Soviet War, the treaty known as the Peace of Riga divided the Volhynian Governorate between Poland and the Soviet Union. Poland took the larger part and established Volhynian Voivodeship. Most of eastern Volhynian Governorate became part of the Ukrainian SSR, eventually being split into smaller districts. During that period, a number of national districts were formed within the Soviet Ukraine as part of cultural liberalization. The policies of Polonization in Poland led to formations of various resistance movements in West Ukraine and West Belarus, including Volhynia. In 1931, the Vatican of the Roman Catholic Church established a Ukrainian Catholic Apostolic Exarchate of Volhynia, Polesia and Pidliashia (Wolhynien, Polissia und Pidliashia in German), where the congregation practiced the Byzantine Rite in Ukrainian language. From 1935 to 1938, the government of the Soviet Union deported numerous nationals from Volhynia in a population transfer to Siberia and Central Asia, as part of the dekulakization, an effort to suppress peasant farmers in the region. These people included Poles of Eastern Volhynia (see Population transfer in the Soviet Union).",0.9402734041213989,0.015125392936170101,0.03372300788760185,0.015227556228637695,0.034570153802633286,0.03426580876111984,0.030592504888772964
What other bird is closely related to this bird?,Button quail,['dusky grouse'],[],0,The Sumba buttonquail (Turnix everetti) is a species of bird in the family Turnicidae. The scientific name commemorates British colonial administrator and zoological collector Alfred Hart Everett.,0.12893135845661163,0.07207689434289932,0.02107175998389721,0.029095374047756195,0.026619989424943924,0.4138639271259308,0.04093063250184059
What is the relationship between this plant and north america?,Native,['Native'],[],1,"Eriophorum angustifolium is native to the Northern Hemisphere, and distributed across Eurasia, North America and the British Isles, where there is open bog, heath, wetland and moorland, with standing water and calcareous peat or acidic soil. It can survive in the Subarctic and Arctic, and is found in Alaska, Finland and Greenland as far north as 83° N. The British botanist William Turner Thiselton-Dyer recorded E. angustifolium in the South African Republic in 1898. In North America, Eriophorum angustifolium is found in the north from Alaska through Manitoba and the Canadian Prairies to Newfoundland and Labrador, down the Pacific Northwest and the state of Washington, across the Midwestern United States through Michigan and Iowa, down the Eastern Seaboard as far south-east as New York and New Jersey, and reaching as far south-west as New Mexico. In Eurasia, E. angustifolium is distributed throughout the Caucasus, European Russia and North Asia, including Siberia and the Kamchatka Peninsula, and south-east to Manchuria and Korea. It grows throughout continental Europe, with the exception of those parts within the Mediterranean Basin, growing in Scandinavia in the north, and as far south as the Norte Region of Portugal and the Pierian Mountains of Greece. Eriophorum angustifolium is the most common of the four native species of Eriophorum in the British Isles, and has been recorded as having existed in all vice-counties, thriving particularly well in Ireland and northern and western regions of Great Britain, but less so in southern and eastern areas. In the mires of Northern Ireland and the South Pennines, it considered a ruderal, pioneer and keystone species, because it can quickly colonise and repair damaged or eroded peat, encourage the re-vegetation of its surroundings, and retain sediment and its landscape to serve as a carbon sink. In central and southern counties of England, the species is rare or absent, and was ""completely destroyed"" in Cambridgeshire, The Br",0.951485812664032,0.9217429161071777,0.8085405230522156,0.9283650517463684,0.5659556984901428,0.843363881111145,0.6470651030540466
