question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_rerank_base_no_context,llava_infoseek_rerank_base_with_context,llava_infoseek_rerank_no_p_prime,llava_infoseek_rerank_no_p_q_i,llava_infoseek_rerank_no_p_q_c,llava_infoseek_rerank_no_p_q
What is this facility dedicated to?,Religion,['Saint Barbara'],[],0,"Mission Santa Barbara (Spanish: Misión de Santa Bárbara) is a Spanish mission in Santa Barbara, California. Often referred to as the ‘Queen of the Missions,’ it was founded by Padre Fermín Lasuén for the Franciscan order on December 4, 1786, the feast day of Saint Barbara, as the tenth mission of what would later become 21 missions in Alta California.    Mission Santa Barbara, like other California missions, was built as part of a broader effort to consolidate the Spanish claim on Alta California in the face of threats from rival empires. In attempting to do this, Spain sought to turn local indigenous tribes into good Spanish citizens (for Mission Santa Barbara, this was the Chumash-Barbareño tribe). This required religious conversion and integration into the Spanish colonial economy – for the local Chumash people, the environmental changes wrought by the Mission's large herd of livestock, combined with epidemics and military force, meant that tribal members often had little choice but to join the mission system, resulting in a type of forced servitude.  The mission is the namesake of the city of Santa Barbara as well as of Santa Barbara County and comes from the legend of Saint Barbara, a girl who was beheaded by her father for following the Christian Faith. The Mission grounds occupy a rise between the Pacific Ocean and the Santa Ynez Mountains, and were consecrated by Father Fermín Lasuén, who had taken over the presidency of the California mission chain upon the death of Father Junípero Serra. Mission Santa Barbara is, along with mission San Luis Rey, the only mission to remain under the leadership of the Franciscan Friars since its founding, and today is a parish church of the Archdiocese of Los Angeles.",0.9581499695777893,0.0010730957146734,0.019910244271159172,0.0018396840896457434,0.009075464680790901,0.004942966625094414,0.004774839151650667
what is the date this aircraft took the first flight?,1989,['1965 5 20'],[],0,"On October 28, 1989, a de Havilland Canada DHC-6 Twin Otter operating Aloha IslandAir Flight 1712 crashed into a mountainous terrain. The National Transportation Safety Board determined that the probable cause of this accident was the airplane's controlled flight into terrain as a result of the decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain.",0.0344715341925621,0.00232923892326653,0.03625136986374855,0.03505757078528404,0.07576549798250198,0.052090566605329514,0.020696688443422318
What is this plant named after?,Three springs,['Joseph Banks'],[],0,"Banksia trifontinalis (Three Springs Dryandra) is named after the town, in the vicinity of which it was first collected.",0.6379756331443787,0.001122097484767437,0.016753215342760086,0.0008099623955786228,0.019185200333595276,0.012897741980850697,0.0018661459907889366
Which company manufactures this vehicle?,McLaren,['McLaren Automotive'],[],0,"The McLaren MP4-12C, later known simply as the McLaren 12C, is a sports car that was designed and manufactured by McLaren Automotive. It was the first ever production car wholly designed and built by McLaren, and their first production road car produced since the McLaren F1, which ended production in 1998. The car's final design was unveiled in September 2009 and was launched in mid-2011. The MP4-12C uses a carbon fibre composite chassis, and is powered by a longitudinally-mounted McLaren M838T 3.8 L (3,799 cc) twin-turbocharged V8 engine, generating approximately 600 PS (592 hp; 441 kW) at 7,500 rpm and around 600 N⋅m (443 lbf⋅ft) of torque at 5,600 rpm. The car makes use of Formula 1-sourced technologies such as ""brake steer"", where the inside rear wheel is braking during fast cornering to reduce understeer. Power is transmitted to the wheels through a seven-speed dual-clutch transmission Seamless-Shift gearbox (SSG) manufactured by Graziano Trasmissioni. The entire drivetrain is the first to be entirely designed and produced in house by McLaren. A convertible version of the car called the MP4-12C Spider, renamed the 12C Spider in 2012, was also available. In February 2014, McLaren announced the related 650S, with revised bodywork, upgraded engine and other technical improvements. In April 2014, McLaren announced the end of production of the 12C.",0.662869393825531,0.02854875847697258,0.4864182770252228,0.2569526135921478,0.4741651713848114,0.16291800141334534,0.4121328592300415
What country does this aircraft belong to?,Germany,['Netherlands'],[],0,"The aircraft was a Boeing 737-230 Adv with registration PK-RIM. Built in 1981, it was initially delivered to Lufthansa and was registered as D-ABHK. The aircraft was given the name ""Bayreuth."" It was acquired by Mandala Airlines in October 1994. The aircraft was 24 years old at the time of the accident and had a Certificate of Airworthiness valid until November 2005.",0.8922718167304993,0.5968809127807617,0.6249043345451355,0.7380345463752747,0.41772061586380005,0.17035247385501862,0.17904265224933624
Where is the lake outflow to?,Miners creek,['Wutach'],[],0,"Image Lake has a drainage basin with an area of less than 1 square mile (2.6 km²). Its primary outflow is a small, unnamed creek that feeds into Miners Creek, which in turn drains into the Suiattle River. The Suiattle River drains into the Skagit River, which in turn empties into Puget Sound. The highest point in the drainage basin is nearly 7,000 feet (2,100 m) above sea level. The lake itself is roughly circular, and has an area of about 3–4 acres (1.2–1.6 ha).",0.1622634381055832,0.0010600282112136483,0.023096438497304916,0.0015071550151333213,0.017336905002593994,0.007243379019200802,0.002233582315966487
What is the highest observed lifespan of this animal?,11 years,['16.3'],[],0,"The Arctic fox (Vulpes lagopus), also known as the white fox, polar fox, or snow fox, is a small fox native to the Arctic regions of the Northern Hemisphere and common throughout the Arctic tundra biome. It is well adapted to living in cold environments, and is best known for its thick, warm fur that is also used as camouflage. It has a large and very fluffy tail. In the wild, most individuals do not live past their first year but some exceptional ones survive up to 11 years. Its body length ranges from 46 to 68 cm (18 to 27 in), with a generally rounded body shape to minimize the escape of body heat. The Arctic fox preys on many small creatures such as lemmings, voles, ringed seal pups, fish, waterfowl, and seabirds. It also eats carrion, berries, seaweed, and insects and other small invertebrates. Arctic foxes form monogamous pairs during the breeding season and they stay together to raise their young in complex underground dens. Occasionally, other family members may assist in raising their young. Natural predators of the Arctic fox are golden eagles, Arctic wolves, polar bears, wolverines, red foxes, and grizzly bears.",0.43846312165260315,0.0057546342723071575,0.19893482327461243,0.021405618637800217,0.1478673815727234,0.019056282937526703,0.07502481341362
What is the height of this place in metre?,180,['180'],[],1,"Sigiriya or Sinhagiri (Lion  Rock Sinhala: සීගිරිය, Tamil: சிகிரியா/சிங்ககிரி, pronounced see-gi-ri-yə) is an ancient rock fortress located in the northern Matale District near the town of Dambulla in the Central Province, Sri Lanka. It is a site of historical and archaeological significance that is dominated by a massive column of rock approximately 180 metres (590 ft) high. According to the ancient Sri Lankan chronicle the Cūḷavaṃsa, this area was a large forest, then after storms and landslides it became a hill and was selected by King Kashyapa (477 – 495 AD) for his new capital. He built his palace on top of this rock and decorated its sides with colourful frescoes. On a small plateau about halfway up the side of this rock he built a gateway in the form of an enormous lion. The name of this place is derived from this structure; Sīnhāgiri, the Lion Rock (an etymology similar to Sinhapura, the Sanskrit name of Singapore, the Lion City). The capital and the royal palace were abandoned after the king's death. It was used as a Buddhist monastery until the 14th century. Sigiriya today is a UNESCO listed World Heritage Site. It is one of the best preserved examples of ancient urban planning.",0.2505314350128174,0.001853295718319714,0.39688751101493835,0.3996129631996155,0.6362281441688538,0.7102445363998413,0.24095307290554047
Which city or region does this place locate in?,Iasi,['Agapia'],[],0,"The Frumoasa Monastery (Romanian: Mănăstirea Frumoasa) is a Romanian Orthodox monastery located in Iași, Romania.   Built between 1726 and 1733, by Moldavian Prince Grigore II Ghica, the monastery is listed in the National Register of Historic Monuments.",0.8498822450637817,0.12899403274059296,0.1162450835108757,0.0070345643907785416,0.3013632595539093,0.010031568817794323,0.04166993126273155
What is the highest observed lifespan of this plant?,158 years,['3266'],[],0,The tallest giant sequoia ever measured outside of the United States is a specimen planted near Ribeauvillé in France in 1856 and measured in 2014 at a height between 57.7 m (189 ft) and 58.1 m (191 ft) at age 158 years.,0.23627173900604248,0.0015707300044596195,0.026924794539809227,0.0030777903739362955,0.014288432896137238,0.0019573839381337166,0.0026485954876989126
