question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_eva_clip_base_no_context,llava_infoseek_eva_clip_base_with_context,llava_infoseek_eva_clip_no_p_prime,llava_infoseek_eva_clip_no_p_q_i,llava_infoseek_eva_clip_no_p_q_c,llava_infoseek_eva_clip_no_p_q
What is this park named after?,Hamilton,['Jean-Baptiste Angrignon'],[],0,"The first aboriginals to settle in the Hamilton area called the bay Macassa, meaning ""beautiful waters"". It was not until bridges were built, the marshes drained and a canal cut through the bar that Hamilton started to expand. Before that its chief importance was as a military station, guarding Burlington Heights and the head of the lake. One of the residences had served as one wing of the old Hamilton fort which had been used in the War of 1812. This building was moved around the time of the First World War by 16 teams of horses – a journey which took 6 weeks. The spot is about eight miles from the city and was reached by Steam or electric street cars or by boat. On May 24, 1877, the first ""Beach Train"" rolled along the strip, the Hamilton and North-Western Railway. Electrical Radial service began in 1905. After that, the Hamilton and North-Western Railway stopped carrying passengers along the beach strip. But it carried freight until the line was abandoned in 1982. In 1903 a Mr. H. Knapman formed the Canadian Amusement Company and opened up an amusement park, operating from 1903 to 1978 on Burlington Beach, which today is known as Hamilton Beach. It featured boats, boathouses, swings & slides, snack bars and a fun house named the Crazy House. Shortly thereafter carrousels and a ferris wheel were added and by the 1950s a small roller coaster and pony rides were included in the parks' inventory. A wooden dance floor was installed for the Pier Ballroom with Sunday-evening talent contests with popular artists international performers appearing. In 1978 the City of Hamilton did not renew the Canal Amusement Park lease and the park was closed. North of Beach Boulevard on Lakeshore Road is an historic lighthouse and the Joseph Brant Museum, a replica of the home of Joseph Brant. The Beach Strip is a 4-mile, (quarter mile wide), strip that stretches from Spencer Smith Park in Burlington to Confederation Park in Hamilton. This strip of land was known to the aboriginal peop",0.4029214084148407,0.0011897665681317449,0.0914507582783699,0.07927985489368439,0.003908044192939997,0.04392724856734276,0.0022156410850584507
What is the immediately prior item that this town follows in a series?,Tsumago,['Midono-juku'],[],0,"During the Edo period, Tsumago was the forty-second of the sixty-nine post towns, which connected Edo (present-day Tokyo) with Kyoto. Prior to becoming part of the Nakasendō, it was the tenth of eleven stations along the Kisoji, a minor trade route running through the Kiso Valley. As such, it was a relatively prosperous and cosmopolitan town, with an economy based on currency.  In 1968, local residents began an effort to restore historical sites and structures within the town. By 1971, some 20 houses had been restored, and a charter was agreed to the effect that no place in Tsumago should be ""sold, hired out, or destroyed"". In 1976, the town was designated by the Japanese government as a Nationally Designated Architectural Preservation Site. Despite its historical appearance, however, Tsumago is fully inhabited, though with tourist shops as the town's main business.",0.6943973898887634,0.0016267774626612663,0.012988242320716381,0.05255378782749176,0.0013761261943727732,0.021402357146143913,0.0024820074904710054
What is the sea level in metre of this island?,0,['3'],[],0,"Misión en Escocia (pp. 68–74), Muy Interesante 288, May 2005, Abraham Alonso. A History of Scotland, J. D. Mackie, p. 273, ISBN 0-14-013649-5 The Jacobite Attempt of 1719, William K. Dickson (1895) Bartlam Smith, Lawrence (1987). Spain and Britain, 1715–1719: the Jacobite issue. Garland Pub. ISBN 9780824019327. Lang & Shields, Andrew & Alice (2012). The King Over The Water. Jazzybee Verlag. ISBN 9783849609344.",0.49132293462753296,0.0015025351895019412,0.023631975054740906,0.012787844985723495,0.00816577859222889,0.035430364310741425,0.004716246854513884
What is the weight of a female of this bird in gram?,100,['779'],[],0,"There are several bird species which are endemic to the South Island. They include the kea, great spotted kiwi, Okarito brown kiwi, South Island kōkako, South Island pied oystercatcher, Malherbe's parakeet, king shag, takahē, black-fronted tern, South Island robin, rock wren, wrybill, and yellowhead. Many South Island bird species are now extinct, mainly due to hunting by humans and predation by cats and rats introduced by humans. Extinct species include the South Island goose, South Island giant moa, Haast's eagle and South Island piopio.",0.05561568960547447,0.002103546168655157,0.004098788369446993,0.0026064259000122547,0.0007104066316969693,0.004738850984722376,0.0010156414937227964
the building in the image participated in which conflict?,World war 2,['Hussite Wars'],[],0,"Sven Frotscher: Burg Falkenstein und Schloß Meisdorf. Ed. Leipzig, Leipzig, 1995, ISBN 3-361-00434-9 Heimatverein Meisdorf (ed.): Chronik der Gemeinde Meisdorf. Meisdorf, 2005 (self-publication)",0.220086932182312,0.02509145252406597,0.06392115354537964,0.009396174922585487,0.0043127997778356075,0.042607247829437256,0.0020345961675047874
What is the height of this animal in metre?,3,['4'],[],0,"Mammals at the zoo include: African lion (Panthera leo ) Bengal tiger (Panthera tigris tigris) Jaguar (Panthera onca) Puma or American lion (Puma concolor) Geoffroy's cat (Leopardus geoffroyi ) Ocelot (Leopardus pardalis) Crab-eating fox (Cerdocyon thous) Crab-eating raccoon or aguará pope (Procyon cancrivorus) Ring-tailed coati or kuati (Nasua nasua) Tayra (Eira barbara) Fallow deer (Dama dama) Gray brocket (Mazama gouazoubira) Domestic goat (Capra aegagrus hircus) White-lipped peccary (Tayassu pecari) Collared peccary (Tayassu tajacu) Tapir (Tapirus terrestris) Common hippopotamus (Hippopotamus amphibius) African savannah elephant (Loxodonta africana) Capybara (Hydrochoerus hydrochaeris) Giant anteater (Myrmecophaga tridactyla) Honey bear, or ka'aguaré tamandua (Tamandua tetradactyla) Common chimpanzee (Pan troglodytes) Black-headed spider monkey (Ateles fusciceps) Azara's night monkey(Aotus azarae) Black howler monkey (Alouatta caraya)) Azaras's capuchin (Sapajus cay paraguayanus)",0.22695252299308777,0.025206230580806732,0.008073526434600353,0.005830481182783842,0.0009650388965383172,0.016242481768131256,0.0015486771007999778
What is the closest upper taxonomy of this insect?,Bee,['Xylocopa'],[],0,Eggs are laid singly on the host plants and hatch in the spring. There is a single brood that flies early June to late August.,0.45746055245399475,0.0005413145991042256,0.005942156072705984,0.001293390872888267,0.0005946633173152804,0.002106953179463744,0.0007163920672610402
What is the location of this place?,Arrifana,['Istria | Dobruja'],[],0,"The ribat is located on the Ponta da Atalaia, about 1 km north of Arrifana Beach. It was constructed around 1130, probably by the Sufi and Mahdi master of Christian origin, Abu-l-Qasim Ahmad ibn al-Husayn ibn Qasi, one of the leading political and religious figures in al-Andalus, the Muslim territory that covered most of Iberia during the Islamic Golden Age. Between 1130 and 1140 Ibn Qasi wrote his main work, The Removal of the Sandals, which was inspired by both the Old Testament and the Quran. In 1151 he was assassinated in Silves after being accused of betraying Islam by the followers of Abd al-Mu'min and Ibn Almúndir. After this the Ribat of Arrifana was abandoned, with the English crusader and chronicler, Roger of Hoveden, reporting forty years later that it was “recognizable but in ruins”. It is believed that the minaret was used as a watchtower in the fourteenth century. Despite appearing in written records dating back to 1786 and being clearly identifiable as a former inhabited area as late as 1841, the location of the ribat was only identified by archaeologists at the beginning of this millennium. Its architectural features are inspired by the ribats identified in North Africa.",0.5519316792488098,0.21693824231624603,0.27454403042793274,0.16351144015789032,0.042724546045064926,0.3719199299812317,0.016837066039443016
What is the closest upper taxonomy of this plant?,Tree,['Calocedrus'],[],0,This species is grown as an ornamental plant in parks and large gardens.,0.8812825679779053,0.0006283949478529394,0.0011469103628769517,0.0010011603590101004,0.0005903426208533347,0.001040755189023912,0.0005983348237350583
What is the oldest age of this plant?,100 years,['509'],[],0,"Platanus × acerifolia was first formally described in the botanical literature by the Scottish botanist William Aiton in his 1789 work Hortus Kewensis as a variety of P. orientalis. Aiton described this variety with a two-word Latin diagnosis, ""foliis transversis"", and called it the Spanish plane tree. In 1805, Carl Ludwig Willdenow chose to elevate Aiton's variety to species rank, publishing the new species P. acerifolia in the fourth edition of Species Plantarum. The species name was then modified to include the multiplication symbol to indicate its suspected hybrid parentage. The other name commonly used for this taxon, Platanus × hispanica auct. non Mill. ex Münchh., is a nomen dubium based on an uncertain description.",0.09378830343484879,0.0024631370324641466,0.006375944707542658,0.0050032599829137325,0.0007967352285049856,0.008037238381803036,0.0011668246006593108
who/what operates this building?,Nobody,['English Heritage'],[],0,"A castle is a type of fortified structure, developed in Europe during the Middle Ages. The first castles appeared in France in the 10th century, and in England during the 11th century. A few castles are known to have been built in England before the Normans invaded in 1066; a great many were built in the years following, the principal mechanism by means of which the Normans were able to consolidate their control over the country. Whilst a few important castles, such as the White Tower in the Tower of London, were built of stone, most early castles were motte-and-bailey castles of earthwork and timber, which could be constructed quickly. Some were later rebuilt in stone, but there are a great many castle sites in England where all that is visible today are traces of earthworks. Castles continued to be built in England for several hundred years, reaching a peak of military sophistication in the late 13th century. The two principal elements in their construction were the great tower or keep, such as the White Tower, and the fortified enclosure, such as is provided by the outer wall of the Tower of London. During the 14th century, largely as a result of the decline of feudalism, the construction of strong castles began to decline, in favour of more lightly fortified structures often described as fortified manor houses. In the far north of England, where conditions remained unsettled, fortified buildings continued to be built as late as the 16th century, not only by the rich and powerful but by any with adequate means, as defence not against great armies, but against the notorious Border Reivers. Many took the form of the pele tower, a smaller, more modest version of the castle keep, and many of these still survive, often incorporated in later buildings. Castles differed from earlier fortifications in that they were generally private fortified residences. Typically, a castle was the residence of a feudal lord, providing the owner with a secure base from which to control ",0.15700680017471313,0.0007098844507709146,0.002641902770847082,0.002688874024897814,0.0006236130138859153,0.010632554069161415,0.0007121521048247814
